franchise,season,episode,lang,overview
Raw,7,6,en-US,"The Corporation forces ""Stone Cold"" Steve Austin to compete in a Gauntlet Match. The Rock looks to warm up for his WWE Championship opportunity as he goes one-on-one with Steve Blackman. Plus, D-Lo Brown introduces Ivory to the WWE Universe, DX reveals some special plans for St. Valentine's Day Massacre, and much more."
Raw,7,7,en-US,"With ""Stone Cold"" Steve Austin's spot in the main event at WrestleMania now secured, Mr. McMahon looks to make the show even bigger by revealing a special referee. The Rock challenges WWE Champion Mick Foley to a Ladder Match in one last effort to bring home the gold. Plus, X-Pac defends the European Championship and more."
Raw,7,8,en-US,"Mr. McMahon seeks retribution on The Undertaker by forcing him to face Kane in an Inferno Match. Mankind's efforts to capitalize on the tensions between The Rock and Paul Wight backfire when they show him the meaning of Corporate unity. Plus, X-Pac, Steve Blackman, Hardcore Holly, and many more in action."
Raw,7,9,en-US,"Kane can keep his job in The Corporation if he can defeat ""Stone Cold"" Steve Austin. Mankind faces The Undertaker in one-on-one action. Plus, Jim Ross returns to WWE with a new agenda, The Rock defends his WWE Championship against the Road Dogg Jesse James, and much more."
Raw,7,10,en-US,"Tensions between The Rock and Paul Wight escalate. Mankind receives one more chance to become a special referee in the WWE Championship match at WrestleMania when he goes one-on-one with ""Stone Cold"" Steve Austin. Plus, the Ministry of Darkness' crusade against The Corporation reaches new level when they look to sacrifice the Big Boss Man and more."
Raw,7,11,en-US,"As dissension continues to build within The Corporation, Paul Wight and WWE Champion The Rock put aside their differences to take on ""Stone Cold"" Steve Austin & Mankind. The Undertaker takes his campaign of evil right to Mr. McMahon's front door. Plus, Jim Ross takes up a familiar position, the New Age Outlaws go after championship gold, and more."
Raw,7,12,en-US,"""Stone Cold"" Steve Austin drives down The Road to WrestleMania XV in a beer truck. WWE Champion The Rock, and Mankind battle for a chance to be the special referee in the Big Show's match against Austin. X-Pac takes on Shane McMahon in a Greenwich Street Fight. Plus, Sable, The Brood, and many more in action."
Raw,7,13,en-US,"""Stone Cold"" Steve Austin looks to reclaim a piece of his property. The Ministry of Darkness steals something precious to Mr. McMahon. With Triple H costing him the European Championship and joining The Corporation, X-Pac seeks payback on his former friend. Ken Shamrock proves his value, Shane McMahon takes matters into his own hands, and more."
Raw,7,14,en-US,"Shane McMahon holds ""Stone Cold"" Steve Austin's custom WWE Championship title hostage. The Undertaker delivers another horrifying message to the McMahon Family when his Ministry of Darkness targets a new sacrifice. Plus, The Rock & Triple H take on Paul Wight in a Handicap Match, X-Pac and Kane go after the Tag Team Championship, and more."
Raw,7,15,en-US,"What goes around comes around as The Rock shows ""Stone Cold"" Steve Austin what he thinks of the Rattlesnake's most prized possession. Shane McMahon make some changes to The Corporation. The Undertaker looks for another sacrifice. Plus, X-Pac, Val Venis, and much more action."
Raw,7,16,en-US,"The Rock hosts a funeral for the career of WWE Champion ""Stone Cold"" Steve Austin. With Stephanie by his side, Mr. McMahon sits down with Michael Cole to discuss the recent issues with his son, Shane. The Undertaker shows Ken Shamrock that no good deed goes unpunished. Plus, Big Show faces Viscera, Triple H battles Mankind, and much more action."
Raw,7,17,en-US,"After kidnapping Stephanie McMahon, The Ministry of Darkness prepares a night of unholy matrimony between Stephanie and The Undertaker. Shane McMahon battles The Rock. X-Pac & Kane take on Edge & Gangrel. A confrontation between Mr. McMahon and ""Stone Cold"" Steve Austin. Triple H faces Billy Gunn. Plus, Big Show, Mankind, and much more."
Raw,7,18,en-US,"A Union is formed to combat The Corporate Ministry's reign of terror. Shane McMahon forces The Rock and WWE Champion ""Stone Cold"" Steve Austin to face off in a sinister Lumberjack Match. Plus, Ken Shamrock battles Triple H, the Big Show goes one-on-one with The Undertaker, and much more action."
Raw,7,19,en-US,"The Corporate Ministry goes to war with The Union. Commissioner Shawn Michaels makes some unique and controversial matches, including a Nightstick on a Pole and an Evening Gown Match. Plus, Mr. McMahon teams with The Rock & ""Stone Cold"" Steve Austin to take on The Undertaker, Triple H & Shane McMahon in the main event."
Raw,7,20,en-US,"The Corporate Ministry seeks to eliminate its enemies, starting with Mr. McMahon. Triple H battles WWE Champion ""Stone Cold"" Steve Austin in the main event. Plus, DX and Kane take on Billy Gunn, D-Lo Brown & Mark Henry in a Six-Man Tag Team Match, a rivalry is born when The Brood battles The Hardy Boyz & Michael Hayes, and more."
Raw,7,21,en-US,"The WWE Universe mourns the tragic loss of Owen Hart. While many Superstars share thoughts and stories of their departed friend, others take to the ring to pay tribute to his memory. From Jeff Jarrett honoring his tag team partner to ""Stone Cold"" Steve Austin offering a final toast, the life and legacy of Owen Hart is celebrated."
Raw,7,22,en-US,"Mr. McMahon must defeat WWE Champion The Undertaker before ""Stone Cold"" Steve Austin can get another chance at the gold. Triple H's mean streak is on display when he takes on Mankind in a Hardcore Match. Plus, X-Pac & Kane defend their Tag Team Championship against The Acolytes, the ""Greater Power"" arrives, and much more."
Raw,7,23,en-US,"The identity of the ""Greater Power"" is revealed. ""Stone Cold"" Steve Austin is given his own position of authority. With the tide now turned, those who sided with the darkness must face overwhelming odds as each one is placed in unique matches, courtesy of the Rattlesnake. Big Show takes on The Undertaker, Triple H battles The Rock, and much more."
Raw,7,24,en-US,"WWE is now in the hands of CEO ""Stone Cold"" Steve Austin. As the Rattlesnake makes some major changes at WWE Headquarters, The Corporate Ministry is posed to show the measure of their resolve. To prove he is a worthy No. 1 Contender for The Undertaker's WWE Championship, The Rock must face the Phenom and Triple H in a Triple Threat Match."
Raw,7,25,en-US,"WWE Commissioner Shawn Michaels gives CEO ""Stone Cold"" Steve Austin a special opportunity. The Undertaker defends his WWE Championship against Triple H, but with the Lord of Darkness set to put his title on the line against The Rock in less than a week, The People's Champion looks to protect his investment. Plus, Hardcore Holly, DX, and many more."
Raw,7,26,en-US,"As The Corporate Ministry celebrates the removal of ""Stone Cold"" Steve Austin as CEO, the Rattlesnake reveals he's challenging The Undertaker for the WWE Championship in the main event. Triple H has a proposition for Billy Gunn. Plus, Jeff Jarrett defends his Intercontinental Championship against X-Pac, Steve Blackman faces Ken Shamrock, and more."
Raw,7,27,en-US,"WWE Champion ""Stone Cold"" Steve Austin accepts The Undertaker's challenge to a First Blood Match at Fully Loaded. Mr. McMahon makes Austin an offer he can't refuse. The Rock and Triple H face off in a Steel Cage Match. Plus, The Hardy Boyz face The Acolytes for the Tag Team Championship, The Mean Street Posse makes an example of Test, and more."
Raw,7,28,en-US,"The Undertaker signs the contract for his First Blood Match against WWE Champion ""Stone Cold"" Steve Austin. The Rock forms an unlikely alliance with DX to take on Triple H, Chyna & Billy Gunn in an incredible matchup. Plus, Test runs the Gauntlet against the Mean Street Posse, Edge goes one-on-one with Gangrel, and much more action."
Raw,7,29,en-US,"""Stone Cold"" Steve Austin shows Mr. McMahon the meaning of ""blood for blood."" Triple H battles The Undertaker in a WWE Championship No. 1 Contender's Match. After trying to disrupt the love affair between Test and Stephanie, Shane McMahon offers an apology to his little sister. Plus, The Rock faces Billy Gunn and much more."
Raw,7,30,en-US,"Parting is such sweet sorrow for Mr. McMahon when WWE Champion ""Stone Cold"" Steve Austin gives the owner of WWE a fond farewell. Plus, The Undertaker forms an alliance with the Big Show, comedian Ben Stiller gets on the wrong side of Jeff Jarrett, and The Rock takes on Billy Gunn & Chyna in a Handicap Match main event. All this and much more."
Raw,7,31,en-US,"The Undertaker challenges ""Stone Cold"" Steve Austin for his WWE Championship. Billy Gunn's attempts to humiliate The Rock fall short after The Great One delivers a verbal SmackDown.. Plus, Intercontinental Champion Jeff Jarrett battles European Champion D'Lo Brown, Edge teaches Gangrel that blood runs thicker than water, and more."
Raw,7,32,en-US,"After weeks of counting down, the millennium comes early with the shocking WWE debut of a new Superstar. Jesse Ventura returns to the WWE to lay down the law. Triple H resorts to desperate measures to ensure he becomes No. 1 Contender for the WWE Championship. Plus, The Rock challenges The Big Show, The Hardy Boyz find a new leader, and much more."
Raw,7,33,en-US,"Triple H's aspirations of becoming WWE Champion are put in jeopardy when Chyna makes an unexpected demand. Commissioner Shawn Michaels does something for the good of Mankind. Chris Jericho makes a grave mistake. Plus, Billy Gunn reveals an allergy thanks to The Rock, The Acolytes challenge Kane & X-Pac for the Tag Team Championship, and more."
Raw,7,34,en-US,"Triple H forces his way into a WWE Championship Match against Mankind. The Rock resolves to make a career change of his own after facing off with Gangrel. Test makes a huge gamble on his future when he decides to make an honest woman out of Stephanie McMahon. Plus, Chyna sets her sights on gold, Chris Jericho gets a new sidekick, and more."
Raw,7,35,en-US,"Shane McMahon stacks the deck against Mankind and The Rock in their quests for the WWE Championship, however, the two men form a special connection as they challenge The Undertaker & Big Show for the Tag Team Championship. Chris Jericho sets his sights on Ken Shamrock. Plus, X-Pac takes on Taka Michinoku, Chyna scouts Jeff Jarrett, and more."
Raw,7,36,en-US,"Triple H & Kane challenge The Rock & Mankind for the Tag Team Championship. Later, Triple H defends his WWE Championship against Billy Gunn. Plus, Tori battles Ivory in the first ever Hardcore Match for the Women's Championship, The Dudley Boyz continue to target The Acolytes, and more."
Raw,7,37,en-US,"After announcing a No Holds Barred Free-For-All Match between The Rock, Mankind, The Undertaker, Kane, and the Big Show to determine the No. 1 Contender for Triple H's WWE Championship, Linda McMahon gets on the wrong side of The Game by giving ""Stone Cold"" Steve Austin an opportunity to challenge him for gold in the main event."
Raw,7,38,en-US,"As Mr. McMahon seeks to relinquish his newly-won WWE Championship, ""Stone Cold"" Steve Austin makes a special proposition. Triple H takes exception to the Rattlesnake's offer, and makes a threat that forces the McMahon Family into action. Plus, The Rock 'n' Sock Connection looks to reclaim the Tag Team Championship and much more."
