token,freq,df,sample,weight
far,89,89,"No-eul tries to gain the upper hand in negotiations, but her plans backfire. Gi-hun faces a moral crossroads, testing his limits — how far w",0
light,89,87,"Sakuta had been unable to see Mai, who was not only busy with work but had an order from her agency forbidding her from going on dates. The ",0
stage,89,85,Ready. Set. Compete! CatRat takes center stage and hosts a series of dazzling dollhouse games. Will the crew win enough tickets to take home,0
ice,89,73,"Carlita has transformed into an ice cream truck! Before she can deliver sweet treats to all the Gabby Cats, she'll need ice cream, a menu an",0
never,89,87,"Peppa and George go ice skating, but they have never been before and Peppa keeps falling over.",0
brought,89,86,"Playgroup is having a pet competition and everyone has brought their pets. Dr Hamster is the judge, but it is so hard to choose the best pet",0
dark,89,89,"As Undertaker battles Tatanka in the main event, Diesel begins a journey to the dark side. Plus, Razor Ramon, Vader, and many more.",-2
fatal,89,89,"Mr. McMahon officiates the contract signing between ""Stone Cold"" Steve Austin and Triple H for their match at No Way Out with the stipulatio",0
squad,89,88,"With an opportunity to challenge John Cena for the WWE Championship at stake, Triple H battles Rob Van Dam and Big Show in a Triple Threat M",0
mahal,89,86,"Match #1: Evan Bourne & Kofi Kingston vs The Great Khali & Jindar Mahal

Match #2: Eve vs Beth Phoenix

Match #3: CM Punk vs R-Truth

Match ",0
army,89,84,"The Year of the Beast began in bombastic fashion, as Universal Champion Brock Lesnar found himself in a wild brawl with Kane, requiring a sm",0
whether,88,88,"Split on whether to continue or quit, the group holds a vote. But their realities in the outside world may prove to be just as unforgiving a",0
met,88,87,"""Stone Cold"" Steve Austin's return to Raw is met with an unceremonious welcome from his longtime rival The Rock. Booker T comes face-to-face",0
axel,88,85,"Wade Barrett &amp; Fandango vs The Miz &amp; Chris Jericho
Sheamus vs Titus O’Neil
Alberto Del Rio vs Big E. Langston
AJ Lee vs Layla
Zack R",0
memories,87,84,"Even after leaving Fujisawa for Ogaki, not one person remembered anything about Mai Sakurajima. Sakuta and Mai return to school together, bu",0
breaks,87,87,Peppa and her family are going for a drive. Suddenly their car breaks down.,0
working,87,86,"When Peppa and Suzy learn that grown ups must work all day, they decide to play at working in a shop. But they quickly find it is very tirin",0
hope,87,85,"While enjoying a tea break, Mr Bull accidentally breaks his delicate teapot. He takes the pieces to Miss Rabbit in the hope that she can men",2
contract,87,87,Tatanka squares off with Mr. Hughes. A historic contract signing takes place between Lex Luger and Yokozuna.,0
orders,87,86,"""Stone Cold"" Steve Austin faces The Artist Formerly Known as Goldust. With Triple H out of action due to a knee injury, Commissioner Slaught",0
eric,87,87,Raw General Manager Eric Bischoff introduces Triple H to the brand with Shawn Michaels as his manager. But when The Heartbreak Kid takes exc,0
shelton,87,87,"Triple H receives a challenge from one of Raw's newest additions, Shelton Benjamin. In an effort to discover the reasons behind her controve",0
nolan,87,79,"Starting over isn't easy, especially for small-town guy John Nolan who, after a life-altering incident, is pursuing his dream of being a pol",0
magic,86,84,It's Kitty Family Day! The Gabby Cats make fun surprises to show their appreciation for each other — with the help of Gabby's magic charm br,0
cage,86,85,"Bret Hart battles Dr. Isaac Yankem in a Steel Cage in the main event. Plus Hunter Hearst Helmsley, The Smoking Gunns, and much more.",0
commissioner,86,81,A new Commissioner is appointed to teach a lesson in respect to The Hart Foundation. Shawn Michaels embraces a new attitude while earning a,0
connection,86,86,"Shane McMahon stacks the deck against Mankind and The Rock in their quests for the WWE Championship, however, the two men form a special con",0
regal,86,85,"With Triple H barely surviving his encounter with ""Stone Cold"" Steve Austin, Stephanie McMahon-Helmsley offers an apology to The Rattlesnake",0
threatens,86,86,"As Triple H and Stephanie McMahon-Helmsley look to renew their wedding vows, a shocking revelation threatens to bring the wedding bells cras",-2
heads,86,85,"In an attempt to prevent D-Generation X from interfering when Rated-RKO challenges Ric Flair and ""Rowdy"" Roddy Piper for the World Tag Team ",0
entire,86,85,"After gathering the entire WWE roster together to address his recent paternity suit, Mr. McMahon soon discovers that the identity of his ill",0
jinder,86,83,"Sheamus and Santino Marella vs. Wade Barrett and Jinder Mahal
Kofi Kingston vs. Daniel Bryan
""The Funkasaurus"" Brodus Clay vs. Curt Hawkins
",0
zeb,86,80,"3MB vs Big Show, Randy Orton &amp; Sheamus
Daniel Bryan vs Dolph Ziggler
Wade Barrett vs Zack Ryder
Santino vs Mark Henry
Zeb Colter vs Albe",0
colter,86,80,"3MB vs Big Show, Randy Orton &amp; Sheamus
Daniel Bryan vs Dolph Ziggler
Wade Barrett vs Zack Ryder
Santino vs Mark Henry
Zeb Colter vs Albe",0
banks,86,82,"Tonight's episode of Raw is being broadcast live from the Sprint Center in Kansas City, MO. The scheduled matches for tonight’s card are:

S",0
braun,86,83,"Tonight's episode of Raw is being broadcast live from the Amalie Arena in Tampa, FL. The scheduled matches for tonight’s card are:

Singles ",0
howard,86,85,A fellow comic book enthusiast's hitting on Penny leads to Leonard and Howard going to a bar's Ladies' Night.,0
though,85,82,"It is now the last day of the first term, the promised day when pretending to be dating Tomoe ends. It seems as though everything has finall",0
visits,85,84,"A pumpkin lantern made of glass comes crashing down in a plaza in front of Sakuragicho Station, just as a social media post with the hashtag",0
question,85,85,"Sakuta dreams that on Christmas Eve, when he is meant to have a sleepover date with Mai, he instead goes on a date with a student named Sara",0
let,85,85,Super Gabby and Super Pandy shrink down to save the day from a mischievous CatRat. Can they solve his playful puzzles? Let the marvelous mis,0
mystery,85,85,Gabby and Pandy receive special sashes and start their journey as kitty rangers! Can they use their new skills to solve a missing mama myste,0
daddy,85,81,"It's raining and Peppa is sad because she can't play outside. When the rain stops, Peppa and George get to play one of their favourite games",0
open,85,82,All the people in Peppa's town are excited to meet Mr Potato when he comes to open a new sports centre.,0
mankind,85,85,"Following WrestleMania XII, the new WWE Champion Shawn Michaels kicks off his inaugural title reign. Mankind makes his unforgettable debut.",0
leader,84,82,"The Masked Leader welcomes VIP guests to the facility for a front-row viewing of the show. In the fifth game, some players crack under press",0
kim,84,81,"The games resume, and Gi-hun fixates on confronting Kang Dae-ho. Meanwhile, Kim Jun-hee faces a sudden crisis that pushes her willpower to i",0
wild,84,81,"Puberty syndrome – Abnormal experiences rumored on the internet to be caused by sensitivity and instability during adolescence. This year, S",0
worries,84,84,"Sakuta unveils to Mai and Nodoka the details of his family's past, and the trauma that Kaede underwent. Meanwhile, Kaede continues her re-in",-1
care,84,80,"On a rainy day, Gabby and friends must take care of Kico — a baby KittyCorn who's part kitty, part unicorn — until it's time for her to meet",0
loses,84,82,"Peppa loses her shoes, but she gets new red ones, making her happy again.",0
dinner,84,82,"When the family goes to Granny and Grandpa Pig's house for dinner, George is reluctant to eat his salad.",0
huge,84,82,"Peppa, George, Molly Mole and Freddy Fox dig a huge tunnel and find a box of pirate treasure and the police seem to be missing their pirate ",0
edition,84,84,"The Undertaker returns to action against Kwang. Plus, Diesel and Shawn Michaels in tag team action and another edition of The King's Court.",0
involved,84,81,"From safe within the home of Shawn Michaels, the members of DX deliver a message to their adversaries and proclaim that WrestleMania XIV wil",0
sent,84,83,"With the blood of Shawn Michaels and Triple H on their hands following their recent assault on DX, The McMahons and Big Show are sent runnin",0
morrison,84,84,Raw General Manager and current King of the Ring William Regal orders Mr. Kennedy and WWE Champion Triple H to team up against the entire EC,0
bell,84,79,"Tonight's episode of Raw is being broadcast live from the Bell Centre in Montreal, Quebec, Canada. The scheduled matches for tonight’s card ",0
attacked,84,82,"After Samoa Joe ruthlessly attacked Paul Heyman and threatened to do the same to anyone that stands in his way, Seth Rollins willingly imped",-1
searches,83,83,"Puberty syndrome – Abnormal experiences rumored on the internet to be caused by sensitivity and instability during adolescence. This year, S",0
problem,83,81,"A poltergeist-like phenomenon attacks Ikumi. Sakuta is worried the attack was caused by Puberty Syndrome, but Ikumi claims that the only way",-1
instead,83,81,"Sakuta dreams that on Christmas Eve, when he is meant to have a sleepover date with Mai, he instead goes on a date with a student named Sara",0
hot,83,83,"Gabby and Pandy take a travel adventure using a train, plane, cruise ship and hot air balloon — but they can't forget to take pictures for C",0
since,83,82,"Daddy Pig is looking forward to taking Peppa and George to visit a fish pond that he used to visit when he was a piglet. However, a few thin",0
kids,83,78,"Daddy Pig and Mr Bull are digging up the playground, so Daddy Pig decides to teach the kids some simple science. The first experiment - how ",0
contender,83,83,"A 20-man Battle Royal to determine the number one contender for the Intercontinental Title. Plus, Alundra Blayze, Bob Backlund, and more.",0
rose,83,82,"Tonight's episode of Raw is being broadcast live from the Thompson-Boling Arena in Knoxville, TN. The scheduled matches for tonight’s card a",0
ricky,83,68,"Ricky and Lizzie struggle to find privacy. Doc worries about Hope, who may be stuck in a hurricane. Mel offers Jack an enticing invitation.",0
